,v1,v2,no_punctuation,to_lowercase,word_tokens,stop_words,word_lemmatize,no_link,text_no_carac
2030,ham,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?",Ugh y cant u just apologize admit u were wrong and ask me to take u back,ugh y cant u just apologize admit u were wrong and ask me to take u back,"['ugh y cant u just apologize admit u ', 'ere ', 'rong and ask me to take u back']","['ugh y cant u just apologize admit u ', 'ere ', 'rong and ask me to take u back']","['ugh y cant u just apologize admit u ', 'ere ', 'rong and ask me to take u back']","Ugh y can't u just apologize, admit u were wrong and ask me to take u back?",ugh y cant u just apologize admit u were wrong and ask me to take u back
2031,ham,"I noe la... U wana pei bf oso rite... K lor, other days den...",I noe la U wana pei bf oso rite K lor other days den,i noe la u wana pei bf oso rite k lor other days den,"['i noe la u ', 'ana pei bf oso rite k lor other days den']","['i noe la u ', 'ana pei bf oso rite k lor other days den']","['i noe la u ', 'ana pei bf oso rite k lor other days den']","I noe la... U wana pei bf oso rite... K lor, other days den...",i noe la u wana pei bf oso rite k lor other days den
2032,ham,"Yes, i'm small kid.. And boost is the secret of my energy..",Yes im small kid And boost is the secret of my energy,yes im small kid and boost is the secret of my energy,['yes im small kid and boost is the secret of my energy'],['yes im small kid and boost is the secret of my energy'],['yes im small kid and boost is the secret of my energy'],"Yes, i'm small kid.. And boost is the secret of my energy..",yes im small kid and boost is the secret of my energy
2033,ham,IM GONNA MISS U SO MUCH,IM GONNA MISS U SO MUCH,im gonna miss u so much,['im gonna miss u so much'],['im gonna miss u so much'],['im gonna miss u so much'],IM GONNA MISS U SO MUCH,im gonna miss u so much
2034,ham,Is avatar supposed to have subtoitles,Is avatar supposed to have subtoitles,is avatar supposed to have subtoitles,['is avatar supposed to have subtoitles'],['is avatar supposed to have subtoitles'],['is avatar supposed to have subtoitles'],Is avatar supposed to have subtoitles,is avatar supposed to have subtoitles
2035,ham,Simply sitting and watching match in office..,Simply sitting and watching match in office,simply sitting and watching match in office,"['simply sitting and ', 'atching match in office']","['simply sitting and ', 'atching match in office']","['simply sitting and ', 'atching match in office']",Simply sitting and watching match in office..,simply sitting and watching match in office
2036,ham,You can jot down things you want to remember later.,You can jot down things you want to remember later,you can jot down things you want to remember later,"['you can jot do', 'n things you ', 'ant to remember later']","['you can jot do', 'n things you ', 'ant to remember later']","['you can jot do', 'n things you ', 'ant to remember later']",You can jot down things you want to remember later.,you can jot down things you want to remember later
2037,ham,Oh sorry please its over,Oh sorry please its over,oh sorry please its over,['oh sorry please its over'],['oh sorry please its over'],['oh sorry please its over'],Oh sorry please its over,oh sorry please its over
2038,ham,Hey are we going for the lo lesson or gym? ,Hey are we going for the lo lesson or gym ,hey are we going for the lo lesson or gym ,"['hey are ', 'e going for the lo lesson or gym ']","['hey are ', 'e going for the lo lesson or gym ']","['hey are ', 'e going for the lo lesson or gym ']",Hey are we going for the lo lesson or gym? ,hey are we going for the lo lesson or gym 
2039,ham,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.",Dont pack what you can buy at any storelike cereals If you must pack food pack gari or something 9ja that you will miss,dont pack what you can buy at any storelike cereals if you must pack food pack gari or something 9ja that you will miss,"['dont pack ', 'hat you can buy at any storelike cereals if you must pack food pack gari or something 9ja that you ', 'ill miss']","['dont pack ', 'hat you can buy at any storelike cereals if you must pack food pack gari or something 9ja that you ', 'ill miss']","['dont pack ', 'hat you can buy at any storelike cereals if you must pack food pack gari or something 9ja that you ', 'ill miss']","Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.",dont pack what you can buy at any storelike cereals if you must pack food pack gari or something 9ja that you will miss
2040,ham,You always make things bigger than they are,You always make things bigger than they are,you always make things bigger than they are,"['you al', 'ays make things bigger than they are']","['you al', 'ays make things bigger than they are']","['you al', 'ays make things bigger than they are']",You always make things bigger than they are,you always make things bigger than they are
2041,ham,ÌÏ dun wan to watch infernal affair?,ÌÏ dun wan to watch infernal affair,ìï dun wan to watch infernal affair,"['ìï dun ', 'an to ', 'atch infernal affair']","['ìï dun ', 'an to ', 'atch infernal affair']","['ìï dun ', 'an to ', 'atch infernal affair']",ÌÏ dun wan to watch infernal affair?,ìï dun wan to watch infernal affair
2042,ham,"Me not waking up until 4 in the afternoon, sup",Me not waking up until 4 in the afternoon sup,me not waking up until 4 in the afternoon sup,"['me not ', 'aking up until 4 in the afternoon sup']","['me not ', 'aking up until 4 in the afternoon sup']","['me not ', 'aking up until 4 in the afternoon sup']","Me not waking up until 4 in the afternoon, sup",me not waking up until 4 in the afternoon sup
2043,spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,4mths half price Orange line rental  latest camera phones 4 FREE Had your phone 11mths  Call MobilesDirect free on 08000938767 to update now or2stoptxt,4mths half price orange line rental  latest camera phones 4 free had your phone 11mths  call mobilesdirect free on 08000938767 to update now or2stoptxt,"['4mths half price orange line rental  latest camera phones 4 free had your phone 11mths  call mobilesdirect free on 08000938767 to update no', ' or2stoptxt']","['4mths half price orange line rental  latest camera phones 4 free had your phone 11mths  call mobilesdirect free on 08000938767 to update no', ' or2stoptxt']","['4mths half price orange line rental  latest camera phones 4 free had your phone 11mths  call mobilesdirect free on 08000938767 to update no', ' or2stoptxt']",4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,4mths half price orange line rental latest camera phones 4 free had your phone 11mths call mobilesdirect free on 08000938767 to update now or2stoptxt
2044,ham,I can send you a pic if you like :),I can send you a pic if you like ,i can send you a pic if you like ,['i can send you a pic if you like '],['i can send you a pic if you like '],['i can send you a pic if you like '],I can send you a pic if you like :),i can send you a pic if you like 
2045,ham,Okay... I booked all already... Including the one at bugis.,Okay I booked all already Including the one at bugis,okay i booked all already including the one at bugis,['okay i booked all already including the one at bugis'],['okay i booked all already including the one at bugis'],['okay i booked all already including the one at bugis'],Okay... I booked all already... Including the one at bugis.,okay i booked all already including the one at bugis
2046,ham,"Aight fuck it, I'll get it later",Aight fuck it Ill get it later,aight fuck it ill get it later,['aight fuck it ill get it later'],['aight fuck it ill get it later'],['aight fuck it ill get it later'],"Aight fuck it, I'll get it later",aight fuck it ill get it later
2047,ham,No de. But call me after some time. Ill tell you k,No de But call me after some time Ill tell you k,no de but call me after some time ill tell you k,['no de but call me after some time ill tell you k'],['no de but call me after some time ill tell you k'],['no de but call me after some time ill tell you k'],No de. But call me after some time. Ill tell you k,no de but call me after some time ill tell you k
2048,ham,So dont use hook up any how,So dont use hook up any how,so dont use hook up any how,"['so dont use hook up any ho', '']","['so dont use hook up any ho', '']","['so dont use hook up any ho', '']",So dont use hook up any how,so dont use hook up any how
2049,ham,How much is blackberry bold2 in nigeria.,How much is blackberry bold2 in nigeria,how much is blackberry bold2 in nigeria,"['ho', ' much is blackberry bold2 in nigeria']","['ho', ' much is blackberry bold2 in nigeria']","['ho', ' much is blackberry bold2 in nigeria']",How much is blackberry bold2 in nigeria.,how much is blackberry bold2 in nigeria
2050,ham,Hi where you. You in home or calicut?,Hi where you You in home or calicut,hi where you you in home or calicut,"['hi ', 'here you you in home or calicut']","['hi ', 'here you you in home or calicut']","['hi ', 'here you you in home or calicut']",Hi where you. You in home or calicut?,hi where you you in home or calicut
2051,ham,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx,Hey darlin i can pick u up at college if u tell me wen  where 2 mt love Pete xx,hey darlin i can pick u up at college if u tell me wen  where 2 mt love pete xx,"['hey darlin i can pick u up at college if u tell me ', 'en  ', 'here 2 mt love pete xx']","['hey darlin i can pick u up at college if u tell me ', 'en  ', 'here 2 mt love pete xx']","['hey darlin i can pick u up at college if u tell me ', 'en  ', 'here 2 mt love pete xx']",Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx,hey darlin i can pick u up at college if u tell me wen where 2 mt love pete xx
2052,spam,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",Call 09094100151 to use ur mins Calls cast 10pmin mob vary Service provided by AOM just GBP5month AOM Box61M60 1ER until u stop Ages 18 only,call 09094100151 to use ur mins calls cast 10pmin mob vary service provided by aom just gbp5month aom box61m60 1er until u stop ages 18 only,['call 09094100151 to use ur mins calls cast 10pmin mob vary service provided by aom just gbp5month aom box61m60 1er until u stop ages 18 only'],['call 09094100151 to use ur mins calls cast 10pmin mob vary service provided by aom just gbp5month aom box61m60 1er until u stop ages 18 only'],['call 09094100151 to use ur mins calls cast 10pmin mob vary service provided by aom just gbp5month aom box61m60 1er until u stop ages 18 only'],"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",call 09094100151 to use ur mins calls cast 10pmin mob vary service provided by aom just gbp5month aom box61m60 1er until u stop ages 18 only
2053,ham,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...",Oh I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb Okie lor u call me when ready,oh i was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb okie lor u call me when ready,"['oh i ', 'as thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb okie lor u call me ', 'hen ready']","['oh i ', 'as thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb okie lor u call me ', 'hen ready']","['oh i ', 'as thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb okie lor u call me ', 'hen ready']","Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...",oh i was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb okie lor u call me when ready
2054,ham,Y so late but i need to go n get da laptop...,Y so late but i need to go n get da laptop,y so late but i need to go n get da laptop,['y so late but i need to go n get da laptop'],['y so late but i need to go n get da laptop'],['y so late but i need to go n get da laptop'],Y so late but i need to go n get da laptop...,y so late but i need to go n get da laptop
2055,ham,"Sir, I am waiting for your mail.",Sir I am waiting for your mail,sir i am waiting for your mail,"['sir i am ', 'aiting for your mail']","['sir i am ', 'aiting for your mail']","['sir i am ', 'aiting for your mail']","Sir, I am waiting for your mail.",sir i am waiting for your mail
2056,ham,.Please charge my mobile when you get up in morning.,Please charge my mobile when you get up in morning,please charge my mobile when you get up in morning,"['please charge my mobile ', 'hen you get up in morning']","['please charge my mobile ', 'hen you get up in morning']","['please charge my mobile ', 'hen you get up in morning']",.Please charge my mobile when you get up in morning.,please charge my mobile when you get up in morning
2057,ham,"Nothing, i got msg frm tht unknown no..",Nothing i got msg frm tht unknown no,nothing i got msg frm tht unknown no,"['nothing i got msg frm tht unkno', 'n no']","['nothing i got msg frm tht unkno', 'n no']","['nothing i got msg frm tht unkno', 'n no']","Nothing, i got msg frm tht unknown no..",nothing i got msg frm tht unknown no
2058,ham,Ugh fuck it I'm resubbing to eve,Ugh fuck it Im resubbing to eve,ugh fuck it im resubbing to eve,['ugh fuck it im resubbing to eve'],['ugh fuck it im resubbing to eve'],['ugh fuck it im resubbing to eve'],Ugh fuck it I'm resubbing to eve,ugh fuck it im resubbing to eve
2059,ham,He didn't see his shadow. We get an early spring yay,He didnt see his shadow We get an early spring yay,he didnt see his shadow we get an early spring yay,"['he didnt see his shado', ' ', 'e get an early spring yay']","['he didnt see his shado', ' ', 'e get an early spring yay']","['he didnt see his shado', ' ', 'e get an early spring yay']",He didn't see his shadow. We get an early spring yay,he didnt see his shadow we get an early spring yay
2060,ham,I did. One slice and one breadstick. Lol,I did One slice and one breadstick Lol,i did one slice and one breadstick lol,['i did one slice and one breadstick lol'],['i did one slice and one breadstick lol'],['i did one slice and one breadstick lol'],I did. One slice and one breadstick. Lol,i did one slice and one breadstick lol
2061,ham,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...",Hey  I want you  I crave you  I miss you  I need you  I love you Ahmad Saeed al Hallaq ,hey  i want you  i crave you  i miss you  i need you  i love you ahmad saeed al hallaq ,"['hey  i ', 'ant you  i crave you  i miss you  i need you  i love you ahmad saeed al hallaq ']","['hey  i ', 'ant you  i crave you  i miss you  i need you  i love you ahmad saeed al hallaq ']","['hey  i ', 'ant you  i crave you  i miss you  i need you  i love you ahmad saeed al hallaq ']","Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...",hey i want you i crave you i miss you i need you i love you ahmad saeed al hallaq 
2062,ham,Is there any training tomorrow?,Is there any training tomorrow,is there any training tomorrow,"['is there any training tomorro', '']","['is there any training tomorro', '']","['is there any training tomorro', '']",Is there any training tomorrow?,is there any training tomorrow
2063,spam,"URGENT! Your mobile No *********** WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",URGENT Your mobile No  WON a å£2000 Bonus Caller Prize on 020603 This is the 2nd attempt to reach YOU Call 09066362220 ASAP BOX97N7QP 150ppm,urgent your mobile no  won a å£2000 bonus caller prize on 020603 this is the 2nd attempt to reach you call 09066362220 asap box97n7qp 150ppm,"['urgent your mobile no  ', 'on a å£2000 bonus caller prize on 020603 this is the 2nd attempt to reach you call 09066362220 asap box97n7qp 150ppm']","['urgent your mobile no  ', 'on a å£2000 bonus caller prize on 020603 this is the 2nd attempt to reach you call 09066362220 asap box97n7qp 150ppm']","['urgent your mobile no  ', 'on a å£2000 bonus caller prize on 020603 this is the 2nd attempt to reach you call 09066362220 asap box97n7qp 150ppm']","URGENT! Your mobile No *********** WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",urgent your mobile no won a å 2000 bonus caller prize on 020603 this is the 2nd attempt to reach you call 09066362220 asap box97n7qp 150ppm
2064,ham,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,Pass dis to all ur contacts n see wat u get Redim in luv wid u Blueu put a smile on my face Purpleu r realy hot Pinku r so swt Orangei thnk i lyk u Greeni realy wana go out wid u Yelowi wnt u bck Blackim jealous of u Browni miss you Nw plz giv me one color,pass dis to all ur contacts n see wat u get redim in luv wid u blueu put a smile on my face purpleu r realy hot pinku r so swt orangei thnk i lyk u greeni realy wana go out wid u yelowi wnt u bck blackim jealous of u browni miss you nw plz giv me one color,"['pass dis to all ur contacts n see ', 'at u get redim in luv ', 'id u blueu put a smile on my face purpleu r realy hot pinku r so s', 't orangei thnk i lyk u greeni realy ', 'ana go out ', 'id u yelo', 'i ', 'nt u bck blackim jealous of u bro', 'ni miss you n', ' plz giv me one color']","['pass dis to all ur contacts n see ', 'at u get redim in luv ', 'id u blueu put a smile on my face purpleu r realy hot pinku r so s', 't orangei thnk i lyk u greeni realy ', 'ana go out ', 'id u yelo', 'i ', 'nt u bck blackim jealous of u bro', 'ni miss you n', ' plz giv me one color']","['pass dis to all ur contacts n see ', 'at u get redim in luv ', 'id u blueu put a smile on my face purpleu r realy hot pinku r so s', 't orangei thnk i lyk u greeni realy ', 'ana go out ', 'id u yelo', 'i ', 'nt u bck blackim jealous of u bro', 'ni miss you n', ' plz giv me one color']",Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,pass dis to all ur contacts n see wat u get redim in luv wid u blueu put a smile on my face purpleu r realy hot pinku r so swt orangei thnk i lyk u greeni realy wana go out wid u yelowi wnt u bck blackim jealous of u browni miss you nw plz giv me one color
2065,ham,Cos daddy arranging time c wat time fetch Ì_ mah...,Cos daddy arranging time c wat time fetch Ì mah,cos daddy arranging time c wat time fetch ì mah,"['cos daddy arranging time c ', 'at time fetch ì mah']","['cos daddy arranging time c ', 'at time fetch ì mah']","['cos daddy arranging time c ', 'at time fetch ì mah']",Cos daddy arranging time c wat time fetch Ì_ mah...,cos daddy arranging time c wat time fetch ì mah
2066,ham,Then. You are eldest know.,Then You are eldest know,then you are eldest know,"['then you are eldest kno', '']","['then you are eldest kno', '']","['then you are eldest kno', '']",Then. You are eldest know.,then you are eldest know
2067,ham,Who's there say hi to our drugdealer,Whos there say hi to our drugdealer,whos there say hi to our drugdealer,"['', 'hos there say hi to our drugdealer']","['', 'hos there say hi to our drugdealer']","['', 'hos there say hi to our drugdealer']",Who's there say hi to our drugdealer,whos there say hi to our drugdealer
2068,ham,Its hard to believe things like this. All can say lie but think twice before saying anything to me.,Its hard to believe things like this All can say lie but think twice before saying anything to me,its hard to believe things like this all can say lie but think twice before saying anything to me,"['its hard to believe things like this all can say lie but think t', 'ice before saying anything to me']","['its hard to believe things like this all can say lie but think t', 'ice before saying anything to me']","['its hard to believe things like this all can say lie but think t', 'ice before saying anything to me']",Its hard to believe things like this. All can say lie but think twice before saying anything to me.,its hard to believe things like this all can say lie but think twice before saying anything to me
2069,spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p ",Eerie Nokia tones 4u rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles GHOST ADDAMSFA MUNSTERS EXORCIST TWILIGHT wwwgetzedcouk POBox36504W45WQ 150p ,eerie nokia tones 4u rply tone title to 8007 eg tone dracula to 8007 titles ghost addamsfa munsters exorcist twilight wwwgetzedcouk pobox36504w45wq 150p ,"['eerie nokia tones 4u rply tone title to 8007 eg tone dracula to 8007 titles ghost addamsfa munsters exorcist t', 'ilight ', 'getzedcouk pobox36504', '45', 'q 150p ']","['eerie nokia tones 4u rply tone title to 8007 eg tone dracula to 8007 titles ghost addamsfa munsters exorcist t', 'ilight ', 'getzedcouk pobox36504', '45', 'q 150p ']","['eerie nokia tones 4u rply tone title to 8007 eg tone dracula to 8007 titles ghost addamsfa munsters exorcist t', 'ilight ', 'getzedcouk pobox36504', '45', 'q 150p ']","Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p ",eerie nokia tones 4u rply tone title to 8007 eg tone dracula to 8007 titles ghost addamsfa munsters exorcist twilight wwwgetzedcouk pobox36504w45wq 150p 
2070,spam,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,Sexy Singles are waiting for you Text your AGE followed by your GENDER as wither M or F EG23F For gay men text your AGE followed by a G eg23G,sexy singles are waiting for you text your age followed by your gender as wither m or f eg23f for gay men text your age followed by a g eg23g,"['sexy singles are ', 'aiting for you text your age follo', 'ed by your gender as ', 'ither m or f eg23f for gay men text your age follo', 'ed by a g eg23g']","['sexy singles are ', 'aiting for you text your age follo', 'ed by your gender as ', 'ither m or f eg23f for gay men text your age follo', 'ed by a g eg23g']","['sexy singles are ', 'aiting for you text your age follo', 'ed by your gender as ', 'ither m or f eg23f for gay men text your age follo', 'ed by a g eg23g']",Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,sexy singles are waiting for you text your age followed by your gender as wither m or f eg23f for gay men text your age followed by a g eg23g
2071,ham,Good night my dear.. Sleepwell&amp;Take care,Good night my dear SleepwellampTake care,good night my dear sleepwellamptake care,"['good night my dear sleep', 'ellamptake care']","['good night my dear sleep', 'ellamptake care']","['good night my dear sleep', 'ellamptake care']",Good night my dear.. Sleepwell&amp;Take care,good night my dear sleepwellamptake care
2072,ham,That is wondarfull song,That is wondarfull song,that is wondarfull song,"['that is ', 'ondarfull song']","['that is ', 'ondarfull song']","['that is ', 'ondarfull song']",That is wondarfull song,that is wondarfull song
2073,spam,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",FreeMsg Claim ur 250 SMS messagesText OK to 84025 nowUse web2mobile 2 ur mates etc Join Txt250com for 150pwk TC BOX139 LA32WU 16  Remove txtX or stop,freemsg claim ur 250 sms messagestext ok to 84025 nowuse web2mobile 2 ur mates etc join txt250com for 150pwk tc box139 la32wu 16  remove txtx or stop,"['freemsg claim ur 250 sms messagestext ok to 84025 no', 'use ', 'eb2mobile 2 ur mates etc join txt250com for 150p', 'k tc box139 la32', 'u 16  remove txtx or stop']","['freemsg claim ur 250 sms messagestext ok to 84025 no', 'use ', 'eb2mobile 2 ur mates etc join txt250com for 150p', 'k tc box139 la32', 'u 16  remove txtx or stop']","['freemsg claim ur 250 sms messagestext ok to 84025 no', 'use ', 'eb2mobile 2 ur mates etc join txt250com for 150p', 'k tc box139 la32', 'u 16  remove txtx or stop']","FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",freemsg claim ur 250 sms messagestext ok to 84025 nowuse web2mobile 2 ur mates etc join txt250com for 150pwk tc box139 la32wu 16 remove txtx or stop
2074,ham,Yar lor actually we quite fast... Cos da ge slow wat... Haha...,Yar lor actually we quite fast Cos da ge slow wat Haha,yar lor actually we quite fast cos da ge slow wat haha,"['yar lor actually ', 'e quite fast cos da ge slo', ' ', 'at haha']","['yar lor actually ', 'e quite fast cos da ge slo', ' ', 'at haha']","['yar lor actually ', 'e quite fast cos da ge slo', ' ', 'at haha']",Yar lor actually we quite fast... Cos da ge slow wat... Haha...,yar lor actually we quite fast cos da ge slow wat haha
2075,ham,Must come later.. I normally bathe him in da afternoon mah..,Must come later I normally bathe him in da afternoon mah,must come later i normally bathe him in da afternoon mah,['must come later i normally bathe him in da afternoon mah'],['must come later i normally bathe him in da afternoon mah'],['must come later i normally bathe him in da afternoon mah'],Must come later.. I normally bathe him in da afternoon mah..,must come later i normally bathe him in da afternoon mah
2076,ham,"Trust me. Even if isn't there, its there.",Trust me Even if isnt there its there,trust me even if isnt there its there,['trust me even if isnt there its there'],['trust me even if isnt there its there'],['trust me even if isnt there its there'],"Trust me. Even if isn't there, its there.",trust me even if isnt there its there
2077,ham,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,Hey hunonbus goin 2 meet him He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus homeBut hes sweet latelyxxx,hey hunonbus goin 2 meet him he wants 2go out 4a meal but i donyt feel like it cuz have 2 get last bus homebut hes sweet latelyxxx,"['hey hunonbus goin 2 meet him he ', 'ants 2go out 4a meal but i donyt feel like it cuz have 2 get last bus homebut hes s', 'eet latelyxxx']","['hey hunonbus goin 2 meet him he ', 'ants 2go out 4a meal but i donyt feel like it cuz have 2 get last bus homebut hes s', 'eet latelyxxx']","['hey hunonbus goin 2 meet him he ', 'ants 2go out 4a meal but i donyt feel like it cuz have 2 get last bus homebut hes s', 'eet latelyxxx']",Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,hey hunonbus goin 2 meet him he wants 2go out 4a meal but i donyt feel like it cuz have 2 get last bus homebut hes sweet latelyxxx
2078,spam,85233 FREE>Ringtone!Reply REAL,85233 FREERingtoneReply REAL,85233 freeringtonereply real,['85233 freeringtonereply real'],['85233 freeringtonereply real'],['85233 freeringtonereply real'],85233 FREE>Ringtone!Reply REAL,85233 freeringtonereply real
2079,ham,I can take you at like noon,I can take you at like noon,i can take you at like noon,['i can take you at like noon'],['i can take you at like noon'],['i can take you at like noon'],I can take you at like noon,i can take you at like noon
2080,ham,Where is it. Is there any opening for mca.,Where is it Is there any opening for mca,where is it is there any opening for mca,"['', 'here is it is there any opening for mca']","['', 'here is it is there any opening for mca']","['', 'here is it is there any opening for mca']",Where is it. Is there any opening for mca.,where is it is there any opening for mca
2081,ham,I'm aight. Wat's happening on your side.,Im aight Wats happening on your side,im aight wats happening on your side,"['im aight ', 'ats happening on your side']","['im aight ', 'ats happening on your side']","['im aight ', 'ats happening on your side']",I'm aight. Wat's happening on your side.,im aight wats happening on your side
2082,ham,I'm done oredi...,Im done oredi,im done oredi,['im done oredi'],['im done oredi'],['im done oredi'],I'm done oredi...,im done oredi
2083,ham,"you are sweet as well, princess. Please tell me your likes and dislikes in bed...",you are sweet as well princess Please tell me your likes and dislikes in bed,you are sweet as well princess please tell me your likes and dislikes in bed,"['you are s', 'eet as ', 'ell princess please tell me your likes and dislikes in bed']","['you are s', 'eet as ', 'ell princess please tell me your likes and dislikes in bed']","['you are s', 'eet as ', 'ell princess please tell me your likes and dislikes in bed']","you are sweet as well, princess. Please tell me your likes and dislikes in bed...",you are sweet as well princess please tell me your likes and dislikes in bed
2084,ham,How are you. Wish you a great semester,How are you Wish you a great semester,how are you wish you a great semester,"['ho', ' are you ', 'ish you a great semester']","['ho', ' are you ', 'ish you a great semester']","['ho', ' are you ', 'ish you a great semester']",How are you. Wish you a great semester,how are you wish you a great semester
2085,ham,Moji i love you more than words. Have a rich day,Moji i love you more than words Have a rich day,moji i love you more than words have a rich day,"['moji i love you more than ', 'ords have a rich day']","['moji i love you more than ', 'ords have a rich day']","['moji i love you more than ', 'ords have a rich day']",Moji i love you more than words. Have a rich day,moji i love you more than words have a rich day
2086,ham,Dude how do you like the buff wind.,Dude how do you like the buff wind,dude how do you like the buff wind,"['dude ho', ' do you like the buff ', 'ind']","['dude ho', ' do you like the buff ', 'ind']","['dude ho', ' do you like the buff ', 'ind']",Dude how do you like the buff wind.,dude how do you like the buff wind
2087,ham,\alright babe,alright babe,alright babe,['alright babe'],['alright babe'],['alright babe'],\alright babe,alright babe
2088,spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50,Well done ENGLAND Get the official poly ringtone or colour flag on yer mobile text TONE or FLAG to 84199 NOW Optout txt ENG STOP Box39822 W111WX å£150,well done england get the official poly ringtone or colour flag on yer mobile text tone or flag to 84199 now optout txt eng stop box39822 w111wx å£150,"['', 'ell done england get the official poly ringtone or colour flag on yer mobile text tone or flag to 84199 no', ' optout txt eng stop box39822 ', '111', 'x å£150']","['', 'ell done england get the official poly ringtone or colour flag on yer mobile text tone or flag to 84199 no', ' optout txt eng stop box39822 ', '111', 'x å£150']","['', 'ell done england get the official poly ringtone or colour flag on yer mobile text tone or flag to 84199 no', ' optout txt eng stop box39822 ', '111', 'x å£150']",Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50,well done england get the official poly ringtone or colour flag on yer mobile text tone or flag to 84199 now optout txt eng stop box39822 w111wx å 150
